id,title,genres,averageRating,numVotes,releaseYear
tt0476958,Amusement,"Crime, Horror, Mystery",4.9,12519,2008
tt2070862,"Temptation: Confessions of a Marriage Counselor",Drama,4.9,12511,2013
tt16437278,"The Strays","Drama, Mystery, Thriller",4.9,12471,2023
tt3082898,"Kickboxer: Vengeance","Action, Crime, Drama",4.9,12346,2016
tt0306734,"The Divorce","Comedy, Drama, Romance",4.9,12230,2003
tt1918734,2067,"Mystery, Sci-Fi",4.9,12079,2020
tt7394816,Primal,"Action, Thriller",4.9,11610,2019
tt5215088,"A.I. Rising","Drama, Romance, Sci-Fi",4.9,11557,2018
tt5075662,"The Isle","Fantasy, Mystery, Thriller",4.9,11542,2018
tt4559046,"Housefull 3","Action, Comedy, Romance",4.9,11094,2016
tt1268987,"Operation: Endgame","Action, Comedy",4.9,10952,2010
tt0377309,"Survival Island","Drama, Thriller",4.9,10655,2005
tt0463398,"Dancing with the Stars","Family, Music, Reality-TV",4.9,10615,2005
tt2318527,"Hell Baby","Comedy, Horror",4.9,10197,2013
tt0949731,"The Happening","Adventure, Drama, Sci-Fi",5,219852,2008
tt0109813,"The Flintstones","Comedy, Family, Fantasy",5,87881,1994
tt9224104,"Meg 2: The Trench","Action, Adventure, Horror",5,87141,2023
tt0171363,"The Haunting","Fantasy, Horror, Mystery",5,81746,1999
tt5033998,"Charlie's Angels","Action, Adventure, Comedy",5,81275,2019
tt0436058,"American Pie Presents: Band Camp",Comedy,5,76522,2005
tt0086393,"Superman III","Action, Adventure, Comedy",5,76040,1983
tt10665342,"Halloween Ends","Drama, Horror, Mystery",5,75410,2022
tt1991245,"Chernobyl Diaries","Horror, Mystery, Thriller",5,69087,2012
tt0962726,"High School Musical 3: Senior Year","Comedy, Drama, Family",5,68776,2008
tt0097981,"A Nightmare on Elm Street: The Dream Child","Fantasy, Horror",5,52127,1989
tt0433386,"The Grudge 2","Horror, Thriller",5,52013,2006
tt2243537,"A Haunted House","Comedy, Fantasy, Horror",5,50831,2013
tt1540011,"Blair Witch","Horror, Mystery, Thriller",5,50711,2016
tt0808510,"Tooth Fairy","Comedy, Family, Fantasy",5,50537,2010
tt0455499,"Garfield: A Tail of Two Kitties","Adventure, Comedy, Family",5,48361,2006
tt0093756,"Police Academy 4: Citizens on Patrol","Comedy, Crime",5,46548,1987
tt2473682,"Paranormal Activity: The Marked Ones","Horror, Mystery",5,46096,2014
tt2637294,"Hot Tub Time Machine 2","Comedy, Mystery, Sci-Fi",5,42339,2015
tt2461132,"Happy New Year","Action, Comedy, Crime",5,41742,2014
tt1649444,"[REC] 3: Genesis","Action, Horror, Thriller",5,38927,2012
tt10699086,"Bachchhan Paandey","Action, Comedy, Crime",5,36811,2022
tt0097138,Cyborg,"Action, Sci-Fi, Thriller",5,35071,1989
tt1198138,Obsessed,"Drama, Romance, Thriller",5,34734,2009
tt0441796,"Stay Alive","Fantasy, Horror, Mystery",5,34486,2006
tt0282209,"Darkness Falls","Fantasy, Horror, Mystery",5,33952,2003
tt0061452,"Casino Royale",Comedy,5,33053,1967
tt1754730,"The Way to Paradise","Action, Comedy, Thriller",5,32366,2011
tt9691136,"Shadow in the Cloud","Action, Horror, War",5,32104,2020
tt7329656,"47 Meters Down: Uncaged","Adventure, Drama, Horror",5,31656,2019
tt0120458,Virus,"Action, Horror, Sci-Fi",5,30438,1999
tt0106375,"Beethoven's 2nd","Comedy, Family, Romance",5,30138,1993
tt0437179,"See No Evil","Action, Horror, Thriller",5,29376,2006
tt2620590,Leatherface,"Crime, Horror, Thriller",5,28798,2017
tt27729779,"The Platform 2","Horror, Sci-Fi, Thriller",5,27270,2024
tt0429573,"An American Haunting","Drama, Horror, Mystery",5,27181,2005
tt2401807,Rage,"Action, Thriller",5,25783,2014
tt0331468,"Cold Creek Manor","Drama, Mystery, Thriller",5,25147,2003
tt0430770,"The Women","Comedy, Drama",5,23456,2008
tt0360556,"Fahrenheit 451","Drama, Sci-Fi, Thriller",5,23399,2018
tt1151922,"Miss March","Comedy, Romance",5,22418,2009
tt1766094,"So Undercover","Action, Comedy, Crime",5,21439,2012
tt1742650,"I Don't Know How She Does It","Comedy, Romance",5,21345,2011
tt0120701,"Holy Man","Comedy, Drama",5,21168,1998
tt1188982,"Jai Ho","Action, Drama",5,21073,2014
tt0099994,"Leatherface: Texas Chainsaw Massacre III","Horror, Thriller",5,19988,1990
tt2923316,"American Heist","Action, Crime, Drama",5,17755,2014
tt0119310,"Honey, We Shrunk Ourselves!","Action, Adventure, Comedy",5,17359,1997
tt1016075,Fame,"Drama, Musical, Romance",5,17041,2009
tt2960930,Extraterrestrial,"Action, Horror, Mystery",5,16933,2014
tt0411475,"Hell Ride","Action, Drama, Thriller",5,16522,2008
tt0120662,"Eye of the Beholder","Drama, Mystery, Thriller",5,16138,1999
tt0186975,"Down to You","Comedy, Drama, Romance",5,15871,2000
tt2072230,"Attack on Titan Part 1","Action, Adventure, Drama",5,15706,2015
tt0110123,"In the Army Now","Comedy, War",5,14928,1994
tt1661326,"Shake It Up","Comedy, Family",5,14762,2010
tt1319743,"Smokin' Aces 2: Assassins' Ball","Action, Comedy, Crime",5,14428,2010
tt0291082,"Cinderella II: Dreams Come True","Animation, Family, Fantasy",5,14182,2002
tt0239949,"Say It Isn't So","Comedy, Romance",5,13887,2001
tt1646926,"Open Season 3","Adventure, Animation, Comedy",5,13631,2010
tt0099697,"Graveyard Shift",Horror,5,13019,1990
tt0086129,"Porky's II: The Next Day",Comedy,5,12953,1983
tt0120390,Turbulence,"Action, Thriller",5,12873,1997
tt1403988,"The Romantics","Comedy, Drama, Romance",5,12595,2010
tt5884234,"First Kill","Action, Thriller",5,12574,2017
tt2205401,Addicted,"Drama, Romance, Thriller",5,12480,2014
tt12547822,"Run Rabbit Run","Drama, Horror, Mystery",5,12160,2023
tt3038708,"Iron Sky: The Coming Race","Action, Adventure, Comedy",5,11999,2019
tt1757742,"Apartment 143","Horror, Thriller",5,11877,2011
tt0117283,"The Pallbearer","Comedy, Romance",5,11674,1996
tt2215285,"Madea's Witness Protection","Comedy, Crime, Drama",5,11503,2012
tt0344864,"Atlantis: Milo's Return","Action, Adventure, Animation",5,11500,2003
tt6536562,"Payitaht Abdülhamid","Action, Drama, History",5,11409,2017
tt0804507,"Mother of Tears","Drama, Horror, Thriller",5,11360,2007
tt9815554,"Not to Forget",Drama,5,11282,2021
tt0401815,Tamara,"Drama, Fantasy, Horror",5,11268,2005
tt1578882,"Elephant White","Action, Crime, Thriller",5,11172,2011
tt1427298,"The Human Race","Action, Comedy, Horror",5,11106,2013
tt1806913,"Golmaal Again","Action, Comedy, Horror",5,11065,2017
tt6421110,"Proud Mary","Action, Crime, Drama",5,11000,2018
tt1033483,Kandisha,"Crime, Fantasy, Horror",5,10539,2008
tt1929308,"Magic Magic","Drama, Thriller",5,10466,2013
tt20879602,"Maybe I Do","Comedy, Romance",5,10144,2023
tt1325004,"The Twilight Saga: Eclipse","Action, Adventure, Drama",5.1,265142,2010
tt5108870,Morbius,"Action, Adventure, Horror",5.1,158660,2022
tt0443649,"10,000 BC","Action, Adventure, Drama",5.1,136492,2008
tt0449010,Eragon,"Action, Adventure, Family",5.1,131496,2006
tt0362120,"Scary Movie 4",Comedy,5.1,131283,2006
tt1956620,"Sex Tape","Comedy, Romance",5.1,119218,2014
tt1144884,"The Final Destination","Horror, Thriller",5.1,118370,2009
tt5834426,Moonfall,"Action, Adventure, Sci-Fi",5.1,103108,2022
tt0356634,"Garfield: The Movie","Adventure, Comedy, Family",5.1,96019,2004
tt1418377,"I, Frankenstein","Action, Fantasy, Sci-Fi",5.1,84419,2014
tt1600195,Abduction,"Action, Drama, Mystery",5.1,83985,2011
tt0377818,"The Dukes of Hazzard",Comedy,5.1,82582,2005
tt0114436,Showgirls,Drama,5.1,76438,1995
tt0808146,"American Pie Presents: The Naked Mile",Comedy,5.1,75113,2006
tt0800069,"The Hills Have Eyes 2","Horror, Thriller",5.1,68666,2007
tt5246700,"How It Ends","Action, Drama, Horror",5.1,59926,2018
tt0382992,Stealth,"Action, Adventure, Sci-Fi",5.1,56733,2005
tt2967224,"Hot Pursuit","Action, Comedy, Crime",5.1,54798,2015
tt0436339,G-Force,"Action, Adventure, Animation",5.1,50845,2009
tt1480656,Cosmopolis,"Crime, Drama, Fantasy",5.1,50685,2012
tt0455857,"When a Stranger Calls","Horror, Thriller",5.1,49332,2006
tt0089893,"Red Sonja","Action, Adventure, Fantasy",5.1,45620,1985
tt0765476,"Meet Dave","Adventure, Comedy, Family",5.1,44279,2008
tt4593060,Pinocchio,"Adventure, Comedy, Drama",5.1,43201,2022
tt0402901,"The Cave","Adventure, Horror, Sci-Fi",5.1,42174,2005
tt14309446,"Me Time",Comedy,5.1,41917,2022
tt0204313,"Exorcist: The Beginning","Horror, Mystery, Thriller",5.1,40447,2004
tt10362466,"After We Collided","Drama, Romance",5.1,39985,2020
tt4535650,Dilwale,"Action, Comedy, Drama",5.1,39352,2015
tt0313911,"Agent Cody Banks","Action, Adventure, Comedy",5.1,37496,2003
tt0208988,"Get Carter","Action, Crime, Drama",5.1,37367,2000
tt0117331,"The Phantom","Action, Adventure, Comedy",5.1,36265,1996
tt0257516,Cursed,"Comedy, Horror, Mystery",5.1,35655,2005
tt0108162,Sliver,"Drama, Thriller",5.1,34705,1993
tt0105629,Toys,"Adventure, Comedy, Drama",5.1,34018,1992
tt0383010,"The Three Stooges","Comedy, Family",5.1,33503,2012
tt0790604,"Deck the Halls","Comedy, Family",5.1,33468,2006
tt1232783,"Sorority Row","Horror, Mystery",5.1,32844,2009
tt9419056,"The Unholy","Drama, Horror, Mystery",5.1,28806,2021
tt0361620,"First Daughter","Comedy, Drama, Romance",5.1,28541,2004
tt2231554,"Grave Encounters 2","Horror, Mystery",5.1,28182,2012
tt0102558,"Nothing But Trouble",Comedy,5.1,28045,1991
tt0100240,"The NeverEnding Story II: The Next Chapter","Adventure, Drama, Family",5.1,27896,1990
tt0118604,"An American Werewolf in Paris","Comedy, Fantasy, Horror",5.1,27613,1997
tt0457495,Stormbreaker,"Action, Adventure, Family",5.1,25841,2006
tt0116514,"Hellraiser: Bloodline","Horror, Sci-Fi",5.1,25204,1996
tt0097368,"The Fly II","Drama, Horror, Sci-Fi",5.1,25183,1989
tt6836936,Saaho,"Action, Thriller",5.1,24413,2019
tt23900194,"Harry & Meghan","Biography, Documentary",5.1,23639,2022
tt3835080,31,"Horror, Thriller",5.1,23573,2016
tt5322012,"Wish Upon","Drama, Fantasy, Horror",5.1,23435,2017
tt15387022,Revenge/Justice,"Action, Adventure, Drama",5.1,23317,2024
tt5997666,"Jab Harry Met Sejal","Comedy, Drama, Romance",5.1,23192,2017
tt15441054,"Gadar 2","Action, Adventure, Drama",5.1,22882,2023
tt5360952,"The Hurricane Heist","Action, Adventure, Crime",5.1,22758,2018
tt1659343,"Universal Soldier: Day of Reckoning","Action, Horror, Mystery",5.1,21600,2012
tt0283026,Swimfan,"Drama, Thriller",5.1,21498,2002
tt2235779,"The Quiet Ones","Horror, Mystery, Thriller",5.1,21402,2014
tt1020885,"Vampire Killers","Action, Comedy, Fantasy",5.1,21056,2009
tt0106400,"The Beverly Hillbillies","Comedy, Family",5.1,20158,1993
tt0113114,"Free Willy 2: The Adventure Home","Adventure, Drama, Family",5.1,19843,1995
tt1945084,Everly,"Action, Thriller",5.1,19650,2014
tt0119123,"Fire Down Below","Action, Drama, Thriller",5.1,19386,1997
tt0120596,"The Bachelor","Comedy, Romance",5.1,19140,1999
tt1391034,"And Soon the Darkness","Drama, Horror, Mystery",5.1,18986,2010
tt4196566,"The Deliverance","Horror, Thriller",5.1,18952,2024
tt0304711,"The Order","Horror, Mystery, Thriller",5.1,18638,2003
tt1535612,"The Son of No One","Action, Crime, Drama",5.1,18155,2011
tt7805960,Torbaaz,"Action, Drama, Sport",5.1,18084,2020
tt0107478,"Made in America",Comedy,5.1,18039,1993
tt0087032,"Cannonball Run II","Action, Comedy",5.1,17751,1984
tt3462710,Unforgettable,"Drama, Thriller",5.1,16929,2017
tt9134216,"Playing with Fire","Comedy, Family",5.1,16836,2019
tt0234829,"Summer Catch","Comedy, Drama, Romance",5.1,16807,2001
tt10128846,Megalopolis,"Drama, Fantasy, Sci-Fi",5.1,16499,2024
tt22504924,"No War","Action, Drama, Short",5.1,16206,2022
tt4530884,"I Spit on Your Grave: Vengeance Is Mine","Horror, Thriller",5.1,16018,2015
tt1013860,"Dylan Dog: Dead of Night","Action, Comedy, Crime",5.1,15767,2010
tt0093857,"Revenge of the Nerds II: Nerds in Paradise",Comedy,5.1,15669,1987
tt0163983,"Bless the Child","Crime, Drama, Horror",5.1,15530,2000
tt1213012,"Alpha and Omega","Adventure, Animation, Comedy",5.1,15435,2010
tt1276434,"Van Wilder: Freshman Year","Comedy, Romance",5.1,15264,2009
tt2409818,"Open Windows","Crime, Mystery, Thriller",5.1,15247,2014
tt3622110,"Don't Knock Twice","Drama, Fantasy, Horror",5.1,15147,2016
tt2372251,"Down a Dark Hall","Drama, Fantasy, Horror",5.1,15082,2018
tt2948790,"Return to Sender","Drama, Thriller",5.1,15010,2015
tt0120764,"My Favorite Martian","Comedy, Family, Sci-Fi",5.1,14625,1999
tt0455362,"The Breed","Action, Comedy, Horror",5.1,14528,2006
tt0972785,"Bring It On: In It to Win It","Comedy, Sport",5.1,14238,2007
tt0449086,"Dominion: Prequel to the Exorcist","Drama, Horror, Thriller",5.1,13966,2005
tt0265808,"Stealing Harvard","Comedy, Crime",5.1,13872,2002
tt0365125,"A Dirty Shame",Comedy,5.1,13726,2004
tt2885364,"Willow Creek","Horror, Mystery, Thriller",5.1,13266,2013
tt15387054,Teach/Corrupt,"Action, Adventure, Drama",5.1,12931,2024
tt10698174,Wolf,"Drama, Mystery, Thriller",5.1,12805,2021
tt2091478,Air,"Drama, Sci-Fi, Thriller",5.1,12650,2015
tt6495770,"Action Point",Comedy,5.1,12352,2018
tt2571140,Boss,"Action, Comedy, Crime",5.1,12199,2013
tt6210996,10x10,"Drama, Mystery, Thriller",5.1,12054,2018
tt13429362,"In the Earth","Drama, Horror, Mystery",5.1,12034,2021
tt4419364,Holidays,"Fantasy, Horror, Mystery",5.1,12002,2016
tt0979434,"Lottery Ticket",Comedy,5.1,11662,2010
tt2690138,"The D Train","Comedy, Drama",5.1,11638,2015
tt22743064,"Yaariyan 2","Comedy, Drama, Musical",5.1,11634,2023
tt0082700,"Cannibal Ferox","Adventure, Horror",5.1,11037,1981
tt0219952,"Lucky Numbers","Comedy, Crime",5.1,11032,2000
tt0393635,Reeker,"Horror, Mystery, Thriller",5.1,10969,2005
tt1076252,"Picture This","Comedy, Drama, Romance",5.1,10964,2008
tt11210390,"Asterix & Obelix: The Middle Kingdom","Adventure, Comedy, Family",5.1,10850,2023
tt1504403,Husk,"Horror, Thriller",5.1,10843,2011
tt5259822,Tesla,"Biography, Drama",5.1,10805,2020
tt0079285,"Saturn 3","Adventure, Horror, Sci-Fi",5.1,10761,1980
tt0109288,Blankman,"Action, Comedy, Crime",5.1,10746,1994
tt15373868,Kranti,"Action, Drama",5.1,10637,2023
tt18924506,"2000 Mules",Documentary,5.1,10340,2022
tt1092011,"Sacred Demijohn","Comedy, Fantasy, Horror",5.1,10321,2007
tt0094744,"Big Top Pee-wee","Adventure, Comedy, Romance",5.1,10318,1988
tt0275947,"Avenging Angelo","Action, Comedy, Crime",5.1,10228,2002
tt2187884,"Escape from Tomorrow","Comedy, Drama, Fantasy",5.1,10179,2013
tt21237030,Carter,"Action, Thriller",5.1,10147,2022
tt2762334,"Main Tera Hero","Action, Comedy, Romance",5.1,10127,2014
tt29114029,"The Tearsmith","Drama, Fantasy, Romance",5.1,10111,2024
tt24870072,"Locked In","Drama, Mystery, Thriller",5.1,10088,2023
tt1606378,"A Good Day to Die Hard","Action, Thriller",5.2,216973,2013
tt10857160,"She-Hulk: Attorney at Law","Action, Adventure, Comedy",5.2,195107,2022
tt1628841,"Independence Day: Resurgence","Action, Adventure, Sci-Fi",5.2,191909,2016
tt0859163,"The Mummy: Tomb of the Dragon Emperor","Action, Adventure, Fantasy",5.2,173080,2008
tt3371366,"Transformers: The Last Knight","Action, Adventure, Sci-Fi",5.2,172637,2017
tt5433138,"F9: The Fast Saga","Action, Crime, Thriller",5.2,166699,2021
tt0419706,Doom,"Action, Horror, Sci-Fi",5.2,120146,2005
tt2304933,"The 5th Wave","Action, Adventure, Sci-Fi",5.2,119217,2016
tt1179056,"A Nightmare on Elm Street","Crime, Drama, Horror",5.2,109401,2010
tt0816462,"Conan the Barbarian","Action, Adventure, Fantasy",5.2,103513,2011
tt1293847,"xXx: Return of Xander Cage","Action, Adventure, Thriller",5.2,98410,2017
tt0952640,"Alvin and the Chipmunks","Adventure, Comedy, Family",5.2,97079,2007
tt0208003,"Big Momma's House","Action, Comedy, Crime",5.2,92083,2000
tt0385307,"Miss Congeniality 2: Armed & Fabulous","Action, Comedy, Crime",5.2,81390,2005
tt0120738,"Lost in Space","Action, Adventure, Sci-Fi",5.2,75493,1998
tt6133466,"The First Purge","Action, Horror, Sci-Fi",5.2,73482,2018
tt1758810,"The Snowman","Crime, Drama, Mystery",5.2,73463,2017
tt0120177,Spawn,"Action, Crime, Drama",5.2,73441,1997
tt10342730,Spiral,"Horror, Mystery, Thriller",5.2,70838,2021
tt6475714,"Monster Hunter","Action, Adventure, Fantasy",5.2,69585,2020
tt0465624,"My Super Ex-Girlfriend","Comedy, Romance, Sci-Fi",5.2,67599,2006
tt0810900,"High School Musical 2","Comedy, Drama, Family",5.2,67564,2007
tt6772950,"Truth or Dare","Horror, Mystery, Thriller",5.2,67084,2018
tt1222817,Zookeeper,"Comedy, Family, Fantasy",5.2,66186,2011
tt6920084,"Resident Evil: Welcome to Raccoon City","Action, Horror, Sci-Fi",5.2,66149,2021
tt0253867,"The Sweetest Thing","Comedy, Romance",5.2,63404,2002
tt0239395,"Cats & Dogs","Action, Adventure, Comedy",5.2,63278,2001
tt0085636,"Halloween III: Season of the Witch","Horror, Mystery, Sci-Fi",5.2,62945,1982
tt1772240,"Apollo 18","Horror, Mystery, Sci-Fi",5.2,58585,2011
tt0338094,"The Haunted Mansion","Comedy, Family, Fantasy",5.2,58167,2003
tt4799050,"Rough Night",Comedy,5.2,56685,2017
tt0475944,"The Covenant","Adventure, Fantasy, Horror",5.2,52728,2006
tt2039338,Flatliners,"Drama, Horror, Mystery",5.2,51812,2017
tt0103956,"Child's Play 3","Horror, Thriller",5.2,47763,1991
tt2918436,"The Lazarus Effect","Horror, Mystery, Sci-Fi",5.2,46817,2015
tt2938956,"The Transporter Refueled","Action, Thriller",5.2,45594,2015
tt0288045,"The Medallion","Action, Comedy, Fantasy",5.2,44490,2003
tt0095179,"Friday the 13th: The New Blood","Horror, Thriller",5.2,43831,1988
tt1055366,"Camp Rock","Comedy, Family, Music",5.2,38195,2008
tt0482599,Shutter,"Horror, Mystery, Thriller",5.2,38087,2008
tt11301946,Beast,"Action, Comedy, Crime",5.2,37323,2022
tt0419984,"Mr. Woodcock","Comedy, Romance, Sport",5.2,37257,2007
tt4334266,"The Bad Batch","Action, Horror, Mystery",5.2,36163,2016
tt1712170,"Alex Cross","Action, Crime, Mystery",5.2,35720,2012
tt0463872,"Asterix at the Olympic Games","Adventure, Comedy, Family",5.2,33106,2008
tt1731697,"The Lords of Salem","Horror, Thriller",5.2,32951,2012
tt13964390,"Under Paris","Action, Drama, Horror",5.2,32263,2024
tt8960382,"Radhe Shyam","Drama, Romance",5.2,32231,2022
tt1467058,"Ruthless in Love","Drama, Romance, Short",5.2,31204,2009
